PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Abdelhaleem, A; Chu, W; Liang, XL				Abdelhaleem, Amal; Chu, Wei; Liang, Xiaoliang			Diphenamid degradation via sulfite activation under visible LED using Fe (III) impregnated N-doped TiO2 photocatalyst	APPLIED CATALYSIS B-ENVIRONMENTAL																Liang, Xiaoliang/A-7692-2013													0926-3373	1873-3883				MAY 5	2019	244						823	835		10.1016/j.apcatb.2018.11.085								WOS:000457952600085						
J	Liu, JX; Li, YJ; Liu, HM; He, DH				Liu, Jiaxiong; Li, Yajin; Liu, Huimin; He, Dehua			Photo-thermal synergistically catalytic conversion of glycerol and carbon dioxide to glycerol carbonate over Au/ZnWO4-ZnO catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						836	843		10.1016/j.apcatb.2018.12.018								WOS:000457952600086						
J	Zhu, WX; Zhang, TS; Zhang, Y; Yue, ZH; Li, YG; Wang, R; Ji, YW; Sun, XP; Wang, JL				Zhu, Wenxin; Zhang, Tianshu; Zhang, Yi; Yue, Zhihao; Li, Yinge; Wang, Rong; Ji, Yanwei; Sun, Xuping; Wang, Jianlong			A practical-oriented NiFe-based water-oxidation catalyst enabled by ambient redox and hydrolysis co-precipitation strategy	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						844	852		10.1016/j.apcatb.2018.12.021								WOS:000457952600087						
J	Navarro-Jaen, S; Romero-Sarria, F; Centeno, MA; Laguna, OH; Odriozola, JA				Navarro-Jaen, S.; Romero-Sarria, F.; Centeno, M. A.; Laguna, O. H.; Odriozola, J. A.			Phosphate-type supports for the design of WGS catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																Navarro-Jaen, Sara/P-5117-2016; Odriozola, Jose Antonio/N-2777-2013; Centeno, Miguel Angel/G-5583-2015; Laguna, O.H./M-3666-2014	Navarro-Jaen, Sara/0000-0003-4064-5762; Odriozola, Jose Antonio/0000-0002-8283-0459; Centeno, Miguel Angel/0000-0002-8349-3044; Laguna, O.H./0000-0003-0747-069X												0926-3373	1873-3883				MAY 5	2019	244						853	862		10.1016/j.apcatb.2018.12.022								WOS:000457952600088						
J	Shaddad, MN; Arunachalam, P; Labis, J; Hezam, M; Al-Mayouf, AM				Shaddad, Maged N.; Arunachalam, Prabhakarn; Labis, Joselito; Hezam, Mahmoud; Al-Mayouf, Abdullah M.			Fabrication of robust nanostructured (Zr)BiVO4/nickel hexacyanoferrate core/shell photoanodes for solar water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																Shaddad, Maged/F-4261-2017; Hezam, Mahmoud/U-4458-2017	Shaddad, Maged/0000-0002-4792-0619; Hezam, Mahmoud/0000-0003-2567-0441												0926-3373	1873-3883				MAY 5	2019	244						863	870		10.1016/j.apcatb.2018.11.079								WOS:000457952600089						
J	Michael, SG; Michael-Kordatou, I; Beretsou, VG; Jager, T; Michael, C; Schwartz, T; Fatta-Kassinos, D				Michael, Stella G.; Michael-Kordatou, Irene; Beretsou, Vasiliki G.; Jaeger, Thomas; Michael, Costas; Schwartz, Thomas; Fatta-Kassinos, Despo			Solar photo-Fenton oxidation followed by adsorption on activated carbon for the minimisation of antibiotic resistance determinants and toxicity present in urban wastewater	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						871	880		10.1016/j.apcatb.2018.12.030								WOS:000457952600090						
J	Marianov, AN; Jiang, YJ				Marianov, Aleksei N.; Jiang, Yijiao			Covalent ligation of Co molecular catalyst to carbon cloth for efficient electroreduction of CO2 in water	APPLIED CATALYSIS B-ENVIRONMENTAL																	Jiang, Yijiao/0000-0002-6191-9825												0926-3373	1873-3883				MAY 5	2019	244						881	888		10.1016/j.apcatb.2018.11.084								WOS:000457952600091						
J	Zhang, Q; Pastor-Perez, L; Jin, W; Gu, S; Reina, TR				Zhang, Q.; Pastor-Perez, L.; Jin, W.; Gu, S.; Reina, T. R.			Understanding the promoter effect of Cu and Cs over highly effective beta-Mo2C catalysts for the reverse water-gas shift reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																Reina, Tomas Ramirez/A-9899-2019	Reina, Tomas Ramirez/0000-0001-9693-5107												0926-3373	1873-3883				MAY 5	2019	244						889	898		10.1016/j.apcatb.2018.12.023								WOS:000457952600092						
J	Zhang, X; Han, MM; Liu, GQ; Wang, GZ; Zhang, YX; Zhang, HM; Zhao, HJ				Zhang, Xian; Han, Miaomiao; Liu, Guoqiang; Wang, Guozhong; Zhang, Yunxia; Zhang, Haimin; Zhao, Huijun			Simultaneously high-rate furfural hydrogenation and oxidation upgrading on nanostructured transition metal phosphides through electrocatalytic conversion at ambient conditions	APPLIED CATALYSIS B-ENVIRONMENTAL																	wang, guo zhong/0000-0002-2900-3577												0926-3373	1873-3883				MAY 5	2019	244						899	908		10.1016/j.apcatb.2018.12.025								WOS:000457952600093						
J	Xu, GY; Ma, JZ; Wang, L; Xie, W; Liu, JJ; Yu, YB; He, H				Xu, Guangyan; Ma, Jinzhu; Wang, Lian; Xie, Wen; Liu, Jingjing; Yu, Yunbo; He, Hong			Insight into the origin of sulfur tolerance of Ag/Al2O3 in the H-2-C3H6-SCR of NOx	APPLIED CATALYSIS B-ENVIRONMENTAL																He, Hong/S-2854-2019; Ma, Jinzhu/E-9165-2012; wang, lian/E-4219-2012	He, Hong/0000-0001-8476-8217; Ma, Jinzhu/0000-0003-1878-0669; 												0926-3373	1873-3883				MAY 5	2019	244						909	918		10.1016/j.apcatb.2018.11.050								WOS:000457952600094						
J	Liu, YN; Miao, CL; Yang, PF; He, YF; Feng, JT; Li, DQ				Liu, Yanan; Miao, Chenglin; Yang, Pengfei; He, Yufei; Feng, Junting; Li, Dianqing			Synergetic promotional effect of oxygen vacancy-rich ultrathin TiO2 and photochemical induced highly dispersed Pt for photoreduction of CO2 with H2O	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						919	930		10.1016/j.apcatb.2018.12.028								WOS:000457952600095						
J	Morales-Marin, A; Ayastuy, JL; Iriarte-Velasco, U; Gutierrez-Ortiz, MA				Morales-Marin, A.; Ayastuy, J. L.; Iriarte-Velasco, U.; Gutierrez-Ortiz, M. A.		Chemical Technologies Environm	Nickel aluminate spinel-derived catalysts for the aqueous phase reforming of glycerol: Effect of reduction temperature	APPLIED CATALYSIS B-ENVIRONMENTAL																Gutierrez-Ortiz, Miguel Angel/F-4406-2011	Gutierrez-Ortiz, Miguel Angel/0000-0003-1816-0793												0926-3373	1873-3883				MAY 5	2019	244						931	945		10.1016/j.apcatb.2018.12.020								WOS:000457952600096						
J	Mady, AH; Baynosa, ML; Tuma, D; Shim, JJ				Mady, Amr Hussein; Baynosa, Marjorie Lara; Tuma, Dirk; Shim, Jae-Jin			Heterogeneous activation of peroxymonosulfate by a novel magnetic 3D gamma-MnO2@ZnFe2O4/rGO nanohybrid as a robust catalyst for phenol degradation	APPLIED CATALYSIS B-ENVIRONMENTAL																	Shim, Jae-Jin/0000-0002-8027-9886												0926-3373	1873-3883				MAY 5	2019	244						946	956		10.1016/j.apcatb.2018.11.086								WOS:000457952600097						
J	Cui, XX; Xu, YS; Chen, LL; Zhao, MY; Yang, SG; Wang, Y				Cui, Xuexue; Xu, Yunshi; Chen, Leilei; Zhao, Mingyu; Yang, Shuguang; Wang, Yi			Ultrafine Pd nanoparticles supported on zeolite-templated mesocellular graphene network via framework aluminum mediation: An advanced oxygen reduction electrocatalyst	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						957	964		10.1016/j.apcatb.2018.12.026								WOS:000457952600098						
J	Zhou, H; Xu, HH; Liu, Y				Zhou, Hua; Xu, Huanghui; Liu, Yun			Aerobic oxidation of 5-hydroxymethylfurfural to 2,5-furandicarboxylic acid over Co/Mn-lignin coordination complexes-derived catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																jam, amir/O-6460-2019	zhou, hua/0000-0002-7521-5837; Liu, Yun/0000-0002-7521-3831												0926-3373	1873-3883				MAY 5	2019	244						965	973		10.1016/j.apcatb.2018.12.046								WOS:000457952600099						
J	Li, RB; Cai, MX; Xie, ZJ; Zhang, QX; Zeng, YQ; Liu, HJ; Liu, GG; Lv, WY				Li, Ruobai; Cai, Meixuan; Xie, Zhijie; Zhang, Qianxin; Zeng, Yongqin; Liu, Haijin; Liu, Guoguang; Lv, Wenying			Construction of heterostructured CuFe2O4/g-C3N4 nanocomposite as an efficient visible light photocatalyst with peroxydisulfate for the organic oxidation	APPLIED CATALYSIS B-ENVIRONMENTAL																Zhang, Qianxin/P-2652-2019													0926-3373	1873-3883				MAY 5	2019	244						974	982		10.1016/j.apcatb.2018.12.043								WOS:000457952600100						
J	Kohantorabi, M; Giannakis, S; Gholami, MR; Feng, L; Pulgarin, C				Kohantorabi, Mona; Giannakis, Stefanos; Gholami, Mohammad Reza; Feng, Ling; Pulgarin, Cesar			A systematic investigation on the bactericidal transient species generated by photo-sensitization of natural organic matter (NOM) during solar and photo Fenton disinfection of surface waters	APPLIED CATALYSIS B-ENVIRONMENTAL																Giannakis, Stefanos/S-2537-2017	Giannakis, Stefanos/0000-0002-6982-7351												0926-3373	1873-3883				MAY 5	2019	244						983	995		10.1016/j.apcatb.2018.12.012								WOS:000457952600101						
J	Chen, WY; Han, B; Tian, C; Liu, XM; Liang, SJ; Deng, H; Lin, Z				Chen, Weiyi; Han, Bin; Tian, Chen; Liu, Xueming; Liang, Shujie; Deng, Hong; Lin, Zhang			MOFs-derived ultrathin holey Co3O4 nanosheets for enhanced visible light CO2 reduction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						996	1003		10.1016/j.apcatb.2018.12.045								WOS:000457952600102						
J	Zheng, MY; Guo, KL; Jiang, WJ; Tang, T; Wang, XY; Zhou, PP; Du, J; Zhao, YQ; Xu, CL; Hu, JS				Zheng, Meiyong; Guo, Kailu; Jiang, Wen-Jie; Tang, Tang; Wang, Xuyan; Zhou, Panpan; Du, Jing; Zhao, Yongqing; Xu, Cailing; Hu, Jin-Song			When MoS2 meets FeOOH: A "one-stone-two-birds" heterostructure as a bifunctional electrocatalyst for efficient alkaline water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																Hu, Jin-Song/E-1001-2011; Jiang, Wen-Jie/A-3582-2017	Hu, Jin-Song/0000-0002-6268-0959; Jiang, Wen-Jie/0000-0003-1852-0429												0926-3373	1873-3883				MAY 5	2019	244						1004	1012		10.1016/j.apcatb.2018.12.019								WOS:000457952600103						
J	Pang, H; Meng, XG; Song, H; Zhou, W; Yang, GL; Zhang, HW; Izumi, Y; Takei, T; Jewasuwan, W; Fukata, N; Ye, JH				Pang, Hong; Meng, Xianguang; Song, Hui; Zhou, Wei; Yang, Gaoliang; Zhang, Hongwei; Izumi, Yasuo; Takei, Toshiaki; Jewasuwan, Wipakorn; Fukata, Naoki; Ye, Jinhua			Probing the role of nickel dopant in aqueous colloidal ZnS nanocrystals for efficient solar-driven CO2 reduction	APPLIED CATALYSIS B-ENVIRONMENTAL																Fukata, Naoki/H-2634-2011; Izumi, Yasuo/D-7180-2011	Fukata, Naoki/0000-0002-0986-8485; Izumi, Yasuo/0000-0001-8366-1864												0926-3373	1873-3883				MAY 5	2019	244						1013	1020		10.1016/j.apcatb.2018.12.010								WOS:000457952600104						
J	Kurnaravel, V; Mathew, S; Bartlett, J; Pillai, SC				Kurnaravel, Vignesh; Mathew, Snehamol; Bartlett, John; Pillai, Suresh C.			Photocatalytic hydrogen production using metal doped TiO2: A review of recent advances	APPLIED CATALYSIS B-ENVIRONMENTAL																Pillai, Suresh C./K-4724-2015	Pillai, Suresh C./0000-0002-8901-9116												0926-3373	1873-3883				MAY 5	2019	244						1021	1064		10.1016/j.apcatb.2018.11.080								WOS:000457952600105						
J	AlSalka, Y; Granone, LI; Ramadan, W; Hakki, A; Dillert, R; Bahnemann, DW				AlSalka, Yamen; Granone, Luis I.; Ramadan, Wegdan; Hakki, Amer; Dillert, Ralf; Bahnemann, Detlef W.			Iron-based photocatalytic and photoelectrocatalytic nano-structures: Facts, perspectives, and expectations	APPLIED CATALYSIS B-ENVIRONMENTAL																Bahnemann, Detlef W/G-3375-2012	Bahnemann, Detlef W/0000-0001-6064-6653; Dillert, Ralf/0000-0002-6661-0712												0926-3373	1873-3883				MAY 5	2019	244						1065	1095		10.1016/j.apcatb.2018.12.014								WOS:000457952600106						
J	Yang, WL; Yang, XP; Jia, J; Hou, CM; Gao, HT; Mao, YN; Wang, C; Lin, JH; Luo, XL				Yang, Wenlong; Yang, Xianpeng; Jia, Jun; Hou, Changmin; Gao, Hongtao; Mao, Yaning; Wang, Chao; Lin, Jiehua; Luo, Xiliang			Oxygen vacancies confined in ultrathin nickel oxide nanosheets for enhanced electrocatalytic methanol oxidation	APPLIED CATALYSIS B-ENVIRONMENTAL																Luo, Xiliang/B-4764-2008	Luo, Xiliang/0000-0001-6075-7089												0926-3373	1873-3883				MAY 5	2019	244						1096	1102		10.1016/j.apcatb.2018.12.038								WOS:000457952600107						
J	Guo, XY; Li, XQ; Qin, LX; Kang, SZ; Li, GD				Guo, Xingyu; Li, Xiangqing; Qin, Lixia; Kang, Shi-Zhao; Li, Guodong			A highly active nano-micro hybrid derived from Cu-bridged TiO2/porphyrin for enhanced photocatalytic hydrogen production	APPLIED CATALYSIS B-ENVIRONMENTAL																Li, Guo-Dong/B-7565-2014	Li, Guo-Dong/0000-0001-8528-6367												0926-3373	1873-3883				APR	2019	243						1	9		10.1016/j.apcatb.2018.10.030								WOS:000453616800001						
J	Jing, KQ; Ma, W; Ren, YH; Xiong, JH; Guo, BB; Song, YJ; Liang, SJ; Wu, L				Jing, Kaiqiang; Ma, Wen; Ren, Yahang; Xiong, Jinhua; Guo, Binbin; Song, Yujie; Liang, Shijing; Wu, Ling			Hierarchical Bi2MoO6 spheres in situ assembled by monolayer nanosheets toward photocatalytic selective oxidation of benzyl alcohol	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						10	18		10.1016/j.apcatb.2018.10.027								WOS:000453616800002						
J	Wang, S; Zhu, BC; Liu, MJ; Zhang, LY; Yu, JG; Zhou, MH				Wang, Sheng; Zhu, Bicheng; Liu, Mingjin; Zhang, Liuyang; Yu, Jiaguo; Zhou, Minghua			Direct Z-scheme ZnO/CdS hierarchical photocatalyst for enhanced photocatalytic H-2-production activity	APPLIED CATALYSIS B-ENVIRONMENTAL																yu, jiaguo/G-4317-2010	yu, jiaguo/0000-0002-0612-8633												0926-3373	1873-3883				APR	2019	243						19	26		10.1016/j.apcatb.2018.10.019								WOS:000453616800003						
J	Dong, J; Shi, Y; Huang, CP; Wu, Q; Zeng, T; Yao, WF				Dong, Jie; Shi, Ying; Huang, Cunping; Wu, Qiang; Zeng, Tao; Yao, Weifeng			A New and stable Mo-Mo2C modified g-C3N4 photocatalyst for efficient visible light photocatalytic H-2 production	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						27	35		10.1016/j.apcatb.2018.10.016								WOS:000453616800004						
J	Spezzati, G; Benavidez, AD; DeLaRiva, AT; Su, YQ; Hofmann, JP; Asahina, S; Olivier, EJ; Neethling, JH; Miller, JT; Datye, AK; Hensen, EJM				Spezzati, Giulia; Benavidez, Angelica D.; DeLaRiva, Andrew T.; Su, Yaqiong; Hofmann, Jan P.; Asahina, Shunsuke; Olivier, Ezra J.; Neethling, Johannes H.; Miller, Jeffrey T.; Datye, Abhaya K.; Hensen, Emiel J. M.			CO oxidation by Pd supported on CeO2(100) and CeO2(111) facets	APPLIED CATALYSIS B-ENVIRONMENTAL																Hofmann, Jan Philipp/D-2022-2010; Datye, Abhaya/B-2253-2019	Hofmann, Jan Philipp/0000-0002-5765-1096; Datye, Abhaya/0000-0002-7126-8659; Olivier, Ezra Jacobus/0000-0002-4060-4023												0926-3373	1873-3883				APR	2019	243						36	46		10.1016/j.apcatb.2018.10.015								WOS:000453616800005						
J	Zhu, X; Anzai, A; Yamamoto, A; Yoshida, H				Zhu, Xing; Anzai, Akihiko; Yamamoto, Akira; Yoshida, Hisao			Silver-loaded sodium titanate photocatalysts for selective reduction of carbon dioxide to carbon monoxide with water	APPLIED CATALYSIS B-ENVIRONMENTAL																Yoshida, Hisao/D-3842-2012	Yoshida, Hisao/0000-0002-2540-0225												0926-3373	1873-3883				APR	2019	243						47	56		10.1016/j.apcatb.2018.10.021								WOS:000453616800006						
J	Chu, MN; Hu, K; Wang, JS; Liu, YD; Ali, S; Qin, CL; Jing, LQ				Chu, Mingna; Hu, Kang; Wang, Jinshuang; Liu, Yanduo; Ali, Sharafat; Qin, Chuanli; Jing, Liqiang			Synthesis of g-C3N4-based photocatalysts with recyclable feature for efficient 2,4-dichlorophenol degradation and mechanisms	APPLIED CATALYSIS B-ENVIRONMENTAL																	Jing, Liqiang/0000-0002-3189-492X												0926-3373	1873-3883				APR	2019	243						57	65		10.1016/j.apcatb.2018.10.008								WOS:000453616800007						
J	Jablonska, M; Aran, MA; Beale, AM; Delahay, G; Petitto, C; Nocun, M; Palkovits, R				Jablonska, Magdalena; Aran, Miren Agote; Beale, Andrew M.; Delahay, Gerard; Petitto, Carolina; Nocun, Marek; Palkovits, Regina			Understanding the origins of N2O decomposition activity in Mn(Fe)CoAlOx hydrotalcite derived mixed metal oxides	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						66	75		10.1016/j.apcatb.2018.10.010								WOS:000453616800008						
J	Li, XT; Lv, XD; Li, N; Wu, JJ; Zheng, YZ; Tao, X				Li, Xitao; Lv, Xinding; Li, Nan; Wu, Jiaojiao; Zheng, Yan-Zhen; Tao, Xia			One-step hydrothermal synthesis of high-percentage 1T-phase MoS2 quantum dots for remarkably enhanced visible-light-driven photocatalytic H-2 evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						76	85		10.1016/j.apcatb.2018.10.033								WOS:000453616800009						
J	Liu, ZY; Yang, XY; Lu, BQ; Shi, ZP; Sun, DM; Xu, L; Tang, YW; Sun, SH				Liu, Zhenyuan; Yang, Xiaoyu; Lu, Bingqing; Shi, Zhaoping; Sun, Dongmei; Xu, Lin; Tang, Yawen; Sun, Shuhui			Delicate topotactic conversion of coordination polymers to Pd porous nanosheets for high-efficiency electrocatalysis	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						86	93		10.1016/j.apcatb.2018.10.028								WOS:000453616800010						
J	Lin, B; Li, JL; Xu, BR; Yan, XQ; Yang, BL; Wei, JJ; Yang, GD				Lin, Bo; Li, Jiali; Xu, Baorong; Yan, Xiaoqing; Yang, Bolun; Wei, Jinjia; Yang, Guidong			Spatial positioning effect of dual cocatalysts accelerating charge transfer in three dimensionally ordered macroporous g-C3N4 for photocatalytic hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																Wei, Jinjia/G-6529-2011													0926-3373	1873-3883				APR	2019	243						94	105		10.1016/j.apcatb.2018.10.029								WOS:000453616800011						
J	Oppong, SOB; Opoku, F; Govender, PP				Oppong, Samuel Osei-Bonsu; Opoku, Francis; Govender, Penny Poomani			Tuning the electronic and structural properties of Gd-TiO2-GO nanocomposites for enhancing photodegradation of IC dye: The role of Gd3+ ion	APPLIED CATALYSIS B-ENVIRONMENTAL																Opoku, Francis/O-5892-2017	Opoku, Francis/0000-0002-8308-9113												0926-3373	1873-3883				APR	2019	243						106	120		10.1016/j.apcatb.2018.10.031								WOS:000453616800012						
J	Ullah, S; Ferreira-Neto, EP; Hazra, C; Parveen, R; Rojas-Mantilla, HD; Calegaro, ML; Serge-Correales, YE; Rodrigues, UP; Ribeiro, SJL				Ullah, S.; Ferreira-Neto, E. P.; Hazra, C.; Parveen, R.; Rojas-Mantilla, H. D.; Calegaro, M. L.; Serge-Correales, Y. E.; Rodrigues-Filho, U. P.; Ribeiro, S. J. L.			Broad spectrum photocatalytic system based on BiVO4 and NaYbF4:Tm3+ upconversion particles for environmental remediation under UV-vis-NIR illumination	APPLIED CATALYSIS B-ENVIRONMENTAL																Rodrigues-Filho, Ubirajara/C-9981-2019; Hazra, Chanchal/K-2665-2015; Calegaro, Marcelo/G-4782-2012; Ullah, Sajjad/D-9782-2014	Rodrigues-Filho, Ubirajara/0000-0001-6913-8540; Calegaro, Marcelo/0000-0001-7052-4211; Ullah, Sajjad/0000-0001-9931-690X												0926-3373	1873-3883				APR	2019	243						121	135		10.1016/j.apcatb.2018.09.091								WOS:000453616800013						
J	Han, X; Xu, DY; An, L; Hou, CY; Li, YG; Zhang, QH; Wang, HZ				Han, Xin; Xu, Dongyu; An, Lin; Hou, Chengyi; Li, Yaogang; Zhang, Qinghong; Wang, Hongzhi			Ni-Mo nanoparticles as co-catalyst for drastically enhanced photocatalytic hydrogen production activity over g-C3N4	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						136	144		10.1016/j.apcatb.2018.10.003								WOS:000453616800014						
J	Bremmer, GM; van Haandel, L; Hensen, EJM; Frenken, JWM; Kooyman, PJ				Bremmer, G. Marien; van Haandel, Lennart; Hensen, Emiel J. M.; Frenken, Joost W. M.; Kooyman, Patricia J.			The effect of oxidation and resulfidation on (Ni/Co)MoS2 hydrodesulfurisation catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																	Kooyman, Patricia/0000-0003-1252-5296; Hensen, Emiel/0000-0002-9754-2417												0926-3373	1873-3883				APR	2019	243						145	150		10.1016/j.apcatb.2018.10.014								WOS:000453616800015						
J	Liu, JY; Xu, H; Li, HP; Song, YH; Wu, JJ; Gong, YJ; Xu, L; Yuan, SQ; Li, HM; Ajayan, PM				Liu, Jinyuan; Xu, Hui; Li, Hongping; Song, Yanhua; Wu, Jingjie; Gong, Yongji; Xu, Li; Yuan, Shouqi; Li, Huaming; Ajayan, Pulickel M.			In-situ formation of hierarchical 1D-3D hybridized carbon nanostructure supported nonnoble transition metals for efficient electrocatalysis of oxygen reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				APR	2019	243						151	160		10.1016/j.apcatb.2018.10.013								WOS:000453616800016						
